Resumen de canciones
==================================================================================================================================
Tema                                    Autor                         Duracion            Danceability        Generos             
Cheap_Thrills                           Sia                           3.75                59.20               pop                 
Wherever_I_Go                           OneRepublic                   2.83                55.20               pop                 
Work                                    Rihanna                       3.66                72.50               hiphop-pop-R&B      
Hymn_for_the_Weekend                    Coldplay                      4.30                49.10               rock-pop            
Sorry                                   Justin_Bieber                 3.35                65.40               pop                 
CAN'T_STOP_THE_FEELING!                 Justin_Timberlake             3.93                66.60               pop                 
Wait_a_Minute!                          WILLOW                        3.28                76.40               pop-R&B-Dance/Electronic
Tiimmy_Turner                           Desiigner                     4.00                60.30               hiphop-pop          
Me_Myself_&_I                           G                             4.19                75.60               hiphop-pop          
This_One's_for_You                      David_Guetta                  3.45                36.70               hiphop-pop-Dance/Electronic
Hurts_So_Good                           Astrid_S                      3.48                67.20               rock-pop-Dance/Electronic
Sucker_for_Pain                         Lil_Wayne                     4.06                50.20               hiphop-pop          
Heathens                                Twenty_One_Pilots             3.27                73.20               rock                
Low_Life                                Future                        5.23                72.20               hiphop-pop          
No_Money                                Galantis                      3.15                67.10               pop-Dance/Electronic
Don't_Let_Me_Down                       The_Chainsmokers              3.47                53.20               pop-Dance/Electronic
Girls_Like                              Tinie_Tempah                  3.27                91.60               hiphop-pop-Dance/Electronic
Hear_Me_Now                             Alok                          3.21                78.80               pop-Dance/Electronic
All_Time_Low                            Jon_Bellion                   3.63                61.70               hiphop-pop          
Sex                                     Cheat_Codes                   3.81                51.00               pop-Dance/Electronic
NO                                      Meghan_Trainor                3.56                55.70               pop                 
Hotter_Than_Hell                        Dua_Lipa                      3.13                53.20               pop                 
In_the_Name_of_Love                     Martin_Garrix                 3.26                50.10               pop-Dance/Electronic
Faded                                   Alan_Walker                   3.54                46.80               Dance/Electronic    
Cool_Girl                               Tove_Lo                       3.30                67.40               pop-Dance/Electronic
Let_Me_Love_You                         DJ_Snake                      3.43                64.90               hiphop-pop-Dance/Electronic
This_Is_What_You_Came_For               Calvin_Harris                 3.70                63.10               hiphop-pop-Dance/Electronic
I_Took_A_Pill_In_Ibiza                  Mike_Posner                   3.30                66.40               hiphop-pop-Dance/Electronic
2_Phones                                Kevin_Gates                   4.00                89.50               hiphop-pop          
Needed_Me                               Rihanna                       3.19                67.10               hiphop-pop-R&B      
Side_To_Side                            Ariana_Grande                 3.77                64.80               pop                 
Alone                                   Marshmello                    4.56                63.10               pop-Dance/Electronic
I_Know_What_You_Did_Last_Summer         Shawn_Mendes                  3.73                68.70               pop                 
Same_Old_Love                           Selena_Gomez                  3.82                67.20               pop                 
My_Way                                  Calvin_Harris                 3.65                81.80               hiphop-pop-Dance/Electronic
HandClap                                Fitz_and_The_Tantrums         3.22                63.60               pop-rock            
Ride                                    Twenty_One_Pilots             3.58                64.50               rock                
My_House                                Flo_Rida                      3.20                68.80               hiphop-pop          
Dangerous_Woman                         Ariana_Grande                 3.93                67.70               pop                 
Alarm                                   Anne                          3.43                75.60               pop-Dance/Electronic
We_Don't_Talk_Anymore                   Charlie_Puth                  3.63                72.80               pop                 
I'm_In_Control                          AlunaGeorge                   3.49                73.40               pop-Dance/Electronic
DUELE_EL_CORAZON                        Enrique_Iglesias              3.33                71.60               pop-latin           
Never_Forget_You                        MNEK                          3.56                58.30               Dance/Electronic    
The_Ocean                               Mike_Perry                    3.06                63.20               pop-Dance/Electronic
Hotline_Bling                           Drake                         4.45                90.30               hiphop-pop-R&B      
Into_You                                Ariana_Grande                 4.07                62.30               pop                 
Treat_You_Better                        Shawn_Mendes                  3.13                44.40               pop                 
Say_It                                  Tory_Lanez                    3.96                54.60               hiphop-pop-R&B      
Adventure_of_a_Lifetime                 Coldplay                      4.40                63.80               rock-pop            
This_Girl                               Kungs                         3.26                79.00               pop-Dance/Electronic
You_Don't_Own_Me                        SAYGRACE                      3.36                33.20               pop-R&B             
Renegades                               X_Ambassadors                 3.25                52.60               hiphop-rock-pop     
Cake_By_The_Ocean                       DNCE                          3.65                77.40               pop                 
The_Girl_Is_Mine                        99_Souls                      3.61                68.30               Dance/Electronic    
Papercuts                               Illy                          4.26                36.90               hiphop-pop-Dance/Electronic
Gold                                    Kiiara                        3.76                60.00               rock-pop-Dance/Electronic
Stole_the_Show                          Kygo                          3.71                67.80               pop-Dance/Electronic
Work_from_Home                          Fifth_Harmony                 3.57                80.30               pop                 
Pop_Style                               Drake                         3.55                71.30               hiphop-pop-R&B      
PILLOWTALK                              ZAYN                          3.39                58.80               pop-Dance/Electronic
Here                                    Alessia_Cara                  3.32                37.60               pop-R&B             
Middle                                  DJ_Snake                      3.68                61.10               hiphop-pop-Dance/Electronic
Sweet_Lovin'                            Sigala                        3.37                68.30               pop-Dance/Electronic
Jumpman                                 Drake                         3.43                85.20               hiphop-pop-R&B      
Dangerously                             Charlie_Puth                  3.32                69.60               pop                 
Close                                   Nick_Jonas                    3.90                65.40               pop                 
Perfect_Strangers                       Jonas_Blue                    3.28                74.20               pop-Dance/Electronic
Cold_Water                              Major_Lazer                   3.09                60.80               hiphop-pop-Dance/Electronic
Roses                                   The_Chainsmokers              3.78                71.30               pop-Dance/Electronic
LUV                                     Tory_Lanez                    3.81                68.80               hiphop-pop-R&B      
Just_Like_Fire                          P!nk                          3.59                63.20               pop                 
Don't                                   Bryson_Tiller                 3.30                76.50               hiphop-pop-R&B      
Just_Hold_On                            Steve_Aoki                    3.31                64.70               hiphop-pop-Dance/Electronic
Tears                                   Clean_Bandit                  3.77                60.50               pop-Dance/Electronic
Fast_Car                                Jonas_Blue                    3.54                45.90               pop-Dance/Electronic
Never_Be_Like_You                       Flume                         3.89                44.30               Dance/Electronic    
Good_Grief                              Bastille                      3.44                73.00               pop-rock            
The_Greatest                            Sia                           3.50                66.80               pop                 
Not_Nice                                PARTYNEXTDOOR                 3.38                59.80               hiphop-pop-R&B      
i_hate_u_i_love_u                       Garrett_Nash                  4.18                49.20               hiphop-pop          
1955                                    Hilltop_Hoods                 3.99                76.60               hiphop-pop          
All_In_My_Head                          Fifth_Harmony                 3.51                68.90               pop                 
Sit_Still_Look_Pretty                   Daya                          3.37                65.70               rock-pop-Dance/Electronic
Don't_Mind                              Kent_Jones                    3.30                46.40               hiphop              
Say_It                                  Flume                         4.38                58.10               Dance/Electronic    
Exchange                                Bryson_Tiller                 3.24                52.50               hiphop-pop-R&B      
Final_Song                              Mo                            3.93                69.50               pop-Dance/Electronic
Sorry                                   Beyonce                       3.88                77.50               pop-R&B             
Shout_Out_to_My_Ex                      Little_Mix                    4.10                77.30               pop                 
Ophelia                                 The_Lumineers                 2.67                66.40               pop-Folk/Acoustic   
Pink_+_White                            Frank_Ocean                   3.08                54.40               hiphop-pop-R&B      
Too_Good                                Drake                         4.39                79.40               hiphop-pop-R&B      
Shape_of_You                            Ed_Sheeran                    3.90                82.50               pop                 
No_Lie                                  Sean_Paul                     3.69                74.20               hiphop-pop          
Despacito                               Luis_Fonsi                    3.80                66.00               pop-latin           
Too_Good_At_Goodbyes                    Sam_Smith                     3.35                68.10               pop                 
Rockabye                                Clean_Bandit                  4.18                72.00               pop-Dance/Electronic
Havana                                  Camila_Cabello                3.61                76.80               pop                 
Thunder                                 Imagine_Dragons               3.12                60.00               rock                
Don't_Wanna_Know                        Maroon_5                      3.57                78.30               pop                 
Something_Just_Like_This                The_Chainsmokers              4.12                61.70               pop-Dance/Electronic
Perfect                                 Ed_Sheeran                    4.39                59.90               pop                 
Little_Dark_Age                         MGMT                          5.00                70.50               rock                
goosebumps                              Travis_Scott                  4.06                84.10               hiphop-Dance/Electronic
Bored                                   Billie_Eilish                 3.02                61.40               pop-Dance/Electronic
Mask_Off                                Future                        3.41                83.30               hiphop-pop          
Him_&_I                                 G                             4.48                58.90               hiphop-pop          
Cold                                    Maroon_5                      3.91                69.70               pop                 
Swang                                   Rae_Sremmurd                  3.47                68.10               hiphop-pop          
Save_That_Shit                          Lil_Peep                      3.86                53.40               hiphop              
Plain_Jane                              A$AP_Ferg                     2.89                79.70               hiphop-pop          
Unforgettable                           French_Montana                3.90                72.60               hiphop-pop          
Bank_Account                            21_Savage                     3.67                88.40               hiphop              
More_Than_You_Know                      Axwell_/\_Ingrosso            3.38                64.50               pop-Dance/Electronic
Dusk_Till_Dawn                          ZAYN                          3.98                25.90               pop-Dance/Electronic
Mi_Gente                                J_Balvin                      3.15                54.80               latin               
You_Don't_Know_Me                       Jax_Jones                     3.57                87.60               hiphop-pop-Dance/Electronic
Black_Beatles                           Rae_Sremmurd                  4.86                79.40               hiphop-pop          
Ain't_My_Fault                          Zara_Larsson                  3.73                57.60               pop-Dance/Electronic
BUTTERFLY_EFFECT                        Travis_Scott                  3.18                76.30               hiphop-Dance/Electronic
Rolex                                   Ayo_&_Teo                     3.98                80.40               hiphop-pop          
XO_Tour_Llif3                           Lil_Uzi_Vert                  3.05                73.20               hiphop              
Whatever_It_Takes                       Imagine_Dragons               3.35                67.20               rock                
Chill_Bill                              Rob_$tone                     2.95                88.60               hiphop              
Swalla                                  Jason_Derulo                  3.61                69.60               hiphop-pop          
No_Limit                                G                             4.09                83.80               hiphop-pop          
Magnolia                                Playboi_Carti                 3.03                79.10               hiphop              
Hold_On                                 Chord_Overstreet              3.31                61.80               pop-Folk/Acoustic   
Breathe                                 Jax_Jones                     3.46                72.20               hiphop-pop-Dance/Electronic
Believer                                Imagine_Dragons               3.41                77.90               rock                
Criminal                                Natti_Natasha                 3.88                81.40               pop-latin           
HUMBLE.                                 Kendrick_Lamar                2.95                90.60               hiphop              
Fetish                                  Selena_Gomez                  3.10                70.80               pop                 
Attention                               Charlie_Puth                  3.52                77.40               pop                 
Man's_Not_Hot                           Big_Shaq                      3.10                90.50               pop-Dance/Electronic
Ciao_Adios                              Anne                          3.34                69.80               pop-Dance/Electronic
Human                                   Rag'n'Bone_Man                3.34                60.20               R&B                 
do_re_mi                                blackbear                     3.53                74.50               hiphop-pop-Dance/Electronic
Gucci_Gang                              Lil_Pump                      2.07                93.60               hiphop              
Look_What_You_Made_Me_Do                Taylor_Swift                  3.53                76.60               pop                 
SUBEME_LA_RADIO                         Enrique_Iglesias              3.46                68.80               pop-latin           
Tunnel_Vision                           Kodak_Black                   4.47                49.70               hiphop              
DNA.                                    Kendrick_Lamar                3.10                63.60               hiphop              
Drowning                                A_Boogie_Wit_da_Hoodie        3.49                83.90               hiphop              
Jocelyn_Flores                          XXXTENTACION                  1.99                87.20               hiphop              
Bad_and_Boujee                          Migos                         5.72                92.60               hiphop-pop          
Rake_It_Up                              Yo_Gotti                      4.61                91.00               hiphop-pop          
Scared_to_Be_Lonely                     Martin_Garrix                 3.68                58.40               pop-Dance/Electronic
Mama                                    Jonas_Blue                    3.03                73.90               pop-Dance/Electronic
Solo_Dance                              Martin_Jensen                 2.92                74.40               pop-Dance/Electronic
...Ready_For_It?                        Taylor_Swift                  3.47                61.30               pop                 
2U                                      David_Guetta                  3.25                54.80               hiphop-pop-Dance/Electronic
Slippery                                Migos                         5.07                92.00               hiphop-pop          
There's_Nothing_Holdin'_Me_Back         Shawn_Mendes                  3.32                85.70               pop                 
Good_Life                               G                             3.76                57.20               hiphop-pop          
All_Night                               The_Vamps                     3.29                53.80               pop                 
New_Rules                               Dua_Lipa                      3.53                76.30               pop                 
Bodak_Yellow                            Cardi_B                       3.73                92.90               hiphop-pop          
Skin                                    Rag'n'Bone_Man                3.99                56.40               R&B                 
I_Would_Like                            Zara_Larsson                  3.78                48.60               pop-Dance/Electronic
Wild_Thoughts                           DJ_Khaled                     3.40                67.10               hiphop-pop          
Congratulations                         Post_Malone                   3.67                63.00               hiphop              
Without_You                             Avicii                        3.03                66.20               pop-Dance/Electronic
Symphony                                Clean_Bandit                  3.58                71.80               pop-Dance/Electronic
Chained_To_The_Rhythm                   Katy_Perry                    3.96                56.20               pop                 
Juju_on_That_Beat                       Zay_Hilfigerrr                2.40                80.70               pop                 
Feels                                   Calvin_Harris                 3.72                89.30               hiphop-pop-Dance/Electronic
T                                       Migos                         4.04                86.50               hiphop-pop          
Rich_Love                               OneRepublic                   3.35                40.10               pop                 
Pretty_Girl                             Maggie_Lindemann              3.23                70.30               rock-pop            
Glorious                                Macklemore                    3.67                73.10               hiphop-pop          
NUMB                                    Hayden_James                  3.62                61.70               pop-Dance/Electronic
Strip_That_Down                         Liam_Payne                    3.41                86.90               pop                 
Passionfruit                            Drake                         4.98                80.90               hiphop-pop-R&B      
Friends                                 Justin_Bieber                 3.16                74.40               pop                 
I_Dont_Wanna_Live_Forever               ZAYN                          4.09                73.50               pop-Dance/Electronic
Scars_To_Your_Beautiful                 Alessia_Cara                  3.84                31.90               pop-R&B             
It's_A_Vibe                             2_Chainz                      3.50                82.20               hiphop-pop          
Call_on_Me                              Starley                       3.70                67.00               pop-Dance/Electronic
Weak                                    AJR                           3.35                67.30               rock                
Lust_for_Life                           Lana_Del_Rey                  4.40                49.90               pop                 
Reggaeton_Lento                         CNCO                          3.15                62.30               pop-latin           
Middle_Of_The_Night                     The_Vamps                     2.91                58.80               pop                 
I_Feel_It_Coming                        The_Weeknd                    4.49                77.30               pop-R&B             
Paris                                   The_Chainsmokers              3.69                65.30               pop-Dance/Electronic
Bounce_Back                             Big_Sean                      3.71                78.00               hiphop-pop          
Mercy                                   Shawn_Mendes                  3.48                56.10               pop                 
Lonely_Together                         Avicii                        3.03                65.50               pop-Dance/Electronic
No_Promises                             Cheat_Codes                   3.73                74.10               pop-Dance/Electronic
24K_Magic                               Bruno_Mars                    3.77                81.80               pop                 
Homemade_Dynamite                       Lorde                         3.57                78.10               pop-Dance/Electronic
It_Ain't_Me                             Kygo                          3.68                64.00               pop-Dance/Electronic
God's_Plan                              Drake                         3.32                75.40               hiphop-pop-R&B      
rockstar                                Post_Malone                   3.64                58.50               hiphop              
Ric_Flair_Drip                          Offset                        2.88                88.00               hiphop-pop          
Him_&_I                                 G                             4.48                58.90               hiphop-pop          
In_My_Mind                              Dynoro                        3.08                69.40               pop-Dance/Electronic
Lucid_Dreams                            Juice_WRLD                    4.00                51.10               hiphop              
The_Middle                              Zedd                          3.08                75.30               hiphop-pop-Dance/Electronic
FRIENDS                                 Marshmello                    3.38                62.60               pop-Dance/Electronic
I_Like_It                               Cardi_B                       4.22                81.60               hiphop-pop          
Moonlight                               XXXTENTACION                  2.25                92.10               hiphop              
no_tears_left_to_cry                    Ariana_Grande                 3.43                69.90               pop                 
Mo_Bamba                                Sheck_Wes                     3.07                72.90               hiphop              
One_Kiss                                Calvin_Harris                 3.58                79.10               hiphop-pop-Dance/Electronic
Taste                                   Tyga                          3.88                88.40               hiphop-pop          
SICKO_MODE                              Travis_Scott                  5.21                83.40               hiphop-Dance/Electronic
Natural                                 Imagine_Dragons               3.16                70.40               rock                
Taki_Taki                               DJ_Snake                      3.54                84.20               hiphop-pop-Dance/Electronic
Spotlight                               Marshmello                    2.96                54.60               pop-Dance/Electronic
Pray_For_Me                             The_Weeknd                    3.52                73.50               pop-R&B             
lovely                                  Billie_Eilish                 3.34                35.10               pop-Dance/Electronic
Walk_It_Talk_It                         Migos                         4.60                90.70               hiphop-pop          
Solo                                    Clean_Bandit                  3.71                73.70               pop-Dance/Electronic
Nonstop                                 Drake                         3.98                91.20               hiphop-pop-R&B      
FEFE                                    6ix9ine                       2.99                93.10               hiphop              
Call_Out_My_Name                        The_Weeknd                    3.81                46.10               pop-R&B             
Te_Bote                                 Nio_Garcia                    6.97                90.30               latin               
MotorSport                              Migos                         5.05                90.40               hiphop-pop          
X                                       Nicky_Jam                     2.88                59.40               latin               
SAD!                                    XXXTENTACION                  2.78                74.00               hiphop              
Sin_Pijama                              Becky_G                       3.14                79.10               pop-latin           
Home                                    Machine_Gun_Kelly             3.38                65.30               hiphop-pop          
GUMMO                                   6ix9ine                       2.63                66.00               hiphop              
Breathe                                 Jax_Jones                     3.46                72.20               hiphop-pop-Dance/Electronic
Sick_Boy                                The_Chainsmokers              3.22                66.30               pop-Dance/Electronic
King's_Dead                             Jay_Rock                      3.83                64.50               hiphop-pop          
Plug_Walk                               Rich_The_Kid                  2.92                87.60               hiphop-pop          
All_The_Stars                           Kendrick_Lamar                3.87                69.80               hiphop              
Everyday                                Logic                         3.41                66.70               hiphop-pop          
Tip_Toe                                 Jason_Derulo                  3.13                84.50               hiphop-pop          
God_is_a_woman                          Ariana_Grande                 3.29                60.20               pop                 
Powerglide                              Rae_Sremmurd                  5.54                71.30               hiphop-pop          
German                                  EO                            2.85                86.20               pop                 
Nevermind                               Dennis_Lloyd                  2.61                60.00               pop                 
we_fell_in_love_in_october              girl_in_red                   3.07                56.60               pop-rock-Dance/Electronic
Wolves                                  Selena_Gomez                  3.30                72.40               pop                 
Jackie_Chan                             Tiesto                        3.60                74.70               pop-Dance/Electronic
Leave_a_Light_On                        Tom_Walker                    3.10                58.60               rock-pop            
1_2_3                                   Sofia_Reyes                   3.36                79.20               pop-latin           
Silence                                 Marshmello                    3.01                52.00               pop-Dance/Electronic
Youngblood                              5_Seconds_of_Summer           3.39                59.60               pop                 
Body                                    Loud_Luxury                   2.72                75.20               pop-Dance/Electronic
For_You                                 Liam_Payne                    4.09                54.10               pop                 
Let_You_Down                            NF                            3.54                66.20               hiphop-pop          
changes                                 XXXTENTACION                  2.03                66.90               hiphop              
Corazon                                 Maluma                        3.08                72.20               latin               
Bodak_Yellow                            Cardi_B                       3.73                92.60               hiphop-pop          
Yes_Indeed                              Lil_Baby                      2.37                96.30               hiphop              
Rise                                    Jonas_Blue                    3.24                68.70               pop-Dance/Electronic
Flames                                  David_Guetta                  3.24                63.10               hiphop-pop-Dance/Electronic
Vaina_Loca                              Ozuna                         2.94                75.40               latin               
How_Long                                Charlie_Puth                  3.35                84.50               pop                 
Better_Now                              Post_Malone                   3.85                68.00               hiphop              
Look_Alive                              BlocBoy_JB                    3.02                92.20               hiphop-pop          
River                                   Eminem                        3.68                74.80               hiphop              
Happier                                 Marshmello                    3.57                68.70               pop-Dance/Electronic
Be_Alright                              Dean_Lewis                    3.27                55.30               pop                 
Done_for_Me                             Charlie_Puth                  3.01                85.60               pop                 
Stir_Fry                                Migos                         3.17                81.70               hiphop-pop          
BIG_BANK                                YG                            3.95                74.50               hiphop-pop          
In_My_Feelings                          Drake                         3.63                83.50               hiphop-pop-R&B      
Jumanji                                 B_Young                       2.89                79.10               hiphop-Dance/Electronic
The_Way_I_Am                            Charlie_Puth                  3.10                75.50               pop                 
Me_Niego                                Reik                          3.69                77.70               pop-latin           
Eastside                                benny_blanco                  2.90                56.00               hiphop-pop          
Echame_la_culpa                         Luis_Fonsi                    2.90                73.30               pop-latin           
17                                      MK                            3.27                70.30               pop-Dance/Electronic
Anywhere                                Rita_Ora                      3.58                62.80               hiphop-pop-Dance/Electronic
Answerphone                             Banx_&_Ranx                   3.18                67.10               Dance/Electronic    
Trip                                    Ella_Mai                      3.57                47.70               hiphop-pop-R&B      
Dura                                    Daddy_Yankee                  3.34                78.30               latin               
No_Brainer                              DJ_Khaled                     4.33                55.20               hiphop-pop          
2002                                    Anne                          3.12                69.70               pop-Dance/Electronic
Finesse                                 Bruno_Mars                    3.62                70.40               pop                 
Let's_Fall_in_Love_for_the_Night        FINNEAS                       3.17                73.70               rock-pop-Dance/Electronic
The_Greatest_Show                       Hugh_Jackman                  5.04                41.70               easy_listening      
Bad_At_Love                             Halsey                        3.02                67.50               pop-Dance/Electronic
I'm_Upset                               Drake                         3.57                89.90               hiphop-pop-R&B      
Never_Be_the_Same                       Camila_Cabello                3.78                63.70               pop                 
Bad_Vibe                                M.O                           3.57                81.30               pop-Dance/Electronic
IDGAF                                   Dua_Lipa                      3.63                83.60               pop                 
Miss_You                                Cashmere_Cat                  3.10                74.70               pop-rock            
Mine                                    Bazzi                         2.18                71.00               pop-Dance/Electronic
Freaky_Friday                           Lil_Dicky                     3.61                75.50               hiphop-pop          
I_Like_Me_Better                        Lauv                          3.29                75.20               pop-Dance/Electronic
This_Feeling                            The_Chainsmokers              3.30                57.50               pop-Dance/Electronic
Girls_Like_You                          Maroon_5                      3.93                85.10               pop                 
Love_Lies                               Khalid                        3.36                70.80               pop-R&B             
Nice_For_What                           Drake                         3.51                58.50               hiphop-pop-R&B      
LOVE._FEAT._ZACARI.                     Kendrick_Lamar                3.56                80.00               hiphop              
Psycho                                  Post_Malone                   3.69                75.00               hiphop              
Old_Town_Road                           Lil_Nas_X                     2.62                87.80               hiphop-pop          
bad_guy                                 Billie_Eilish                 3.23                70.10               pop-Dance/Electronic
Senorita                                Shawn_Mendes                  3.18                75.90               pop                 
7_rings                                 Ariana_Grande                 2.98                77.80               pop                 
Sunflower                               Post_Malone                   2.63                75.50               hiphop              
Lost_in_the_Fire                        Gesaffelstein                 3.37                65.80               Dance/Electronic    
Without_Me                              Halsey                        3.36                75.20               pop-Dance/Electronic
Ride_It                                 Regard                        2.63                88.00               pop-Dance/Electronic
Shallow                                 Lady_Gaga                     3.60                57.20               pop                 
Nothing_Breaks_Like_a_Heart             Mark_Ronson                   3.62                60.10               pop                 
Someone_You_Loved                       Lewis_Capaldi                 3.04                50.10               pop                 
All_Day_And_Night                       Jax_Jones                     2.82                58.50               hiphop-pop-Dance/Electronic
Pure_Water                              Mustard                       3.21                68.20               hiphop-pop          
Shotta_Flow                             NLE_Choppa                    2.94                89.40               hiphop              
ZEZE                                    Kodak_Black                   3.81                86.10               hiphop              
Con_Calma                               Daddy_Yankee                  3.22                73.70               latin               
Let_Me_Down_Slowly                      Alec_Benjamin                 2.82                65.20               rock-pop-Dance/Electronic
Kill_This_Love                          BLACKPINK                     3.15                73.80               pop                 
Clout                                   Offset                        3.43                91.90               hiphop-pop          
Piece_Of_Your_Heart                     MEDUZA                        2.55                67.70               pop-Dance/Electronic
Antisocial                              Ed_Sheeran                    2.70                71.60               pop                 
SICKO_MODE                              Travis_Scott                  5.21                83.40               hiphop-Dance/Electronic
Mad_Love                                Mabel                         2.83                63.10               pop-Dance/Electronic
Doin'_Time                              Lana_Del_Rey                  3.37                64.10               pop                 
Taki_Taki                               DJ_Snake                      3.54                84.20               hiphop-pop-Dance/Electronic
Look_Back_at_It                         A_Boogie_Wit_da_Hoodie        2.99                79.10               hiphop              
My_Type                                 Saweetie                      2.11                89.90               hiphop-pop-R&B      
Ransom                                  Lil_Tecca                     2.19                74.50               hiphop              
Keisha_&_Becky                          Russ_Millions                 4.22                86.30               pop                 
lovely                                  Billie_Eilish                 3.34                35.10               pop-Dance/Electronic
Don't_Call_Me_Up                        Mabel                         2.97                67.40               pop-Dance/Electronic
Old_Town_Road                           Lil_Nas_X                     1.88                90.70               hiphop-pop          
Going_Bad                               Meek_Mill                     3.01                88.90               hiphop-pop          
Wow.                                    Post_Malone                   2.49                82.90               hiphop              
Juicy                                   Doja_Cat                      3.37                78.60               pop                 
Swervin                                 A_Boogie_Wit_da_Hoodie        3.16                58.10               hiphop              
emotions                                iann_dior                     2.19                63.00               hiphop-pop          
Adan_y_Eva                              Paulo_Londra                  4.28                76.70               hiphop-latin-Dance/Electronic
Money_In_The_Grave                      Drake                         3.42                83.10               hiphop-pop-R&B      
Panini                                  Lil_Nas_X                     1.91                70.30               hiphop-pop          
MIA                                     Bad_Bunny                     3.51                81.70               latin               
Pop_Out                                 Polo_G                        2.78                77.20               hiphop              
Robbery                                 Juice_WRLD                    4.00                68.50               hiphop              
a_lot                                   21_Savage                     4.81                83.70               hiphop              
The_London                              Young_Thug                    3.34                79.60               hiphop-pop          
China                                   Anuel_AA                      5.03                78.60               latin               
Liar                                    Camila_Cabello                3.45                74.00               pop                 
